chr	source	feature	start	end	score	strand	frame	gene_name	gene_id	gene_version	gene_source	gene_biotype	transcript_id	transcript_source	transcript_biotype	exon_number	exon_id
V	WormBase	exon	360993	361130	.	+	.	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	2	T22H9.1a.1.e3
V	WormBase	CDS	360993	361130	.	+	0	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	2	
V	WormBase	exon	361185	361687	.	+	.	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	3	T22H9.1a.1.e4
V	WormBase	CDS	361185	361687	.	+	0	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	3	
V	WormBase	exon	362820	362991	.	+	.	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	4	T22H9.1a.1.e5
V	WormBase	CDS	362820	362991	.	+	1	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	4	
V	WormBase	exon	363313	363705	.	+	.	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	5	T22H9.1a.1.e6
V	WormBase	CDS	363313	363591	.	+	0	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	5	
V	WormBase	stop_codon	363592	363594	.	+	0	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding	5	
V	WormBase	five_prime_utr	360212	360331	.	+	.	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding		
V	WormBase	three_prime_utr	363595	363705	.	+	.	T22H9.1	WBGene00020705	1	WormBase	protein_coding	T22H9.1b.2	WormBase	protein_coding		
V	WormBase	gene	364950	369088	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding					
V	WormBase	transcript	364950	369088	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding		
V	WormBase	exon	364950	365007	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	1	Y39D8B.2.1.e1
V	WormBase	CDS	364950	365007	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	1	
V	WormBase	start_codon	364950	364952	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	1	
V	WormBase	exon	365055	365308	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	2	Y39D8B.2.1.e2
V	WormBase	CDS	365055	365308	.	+	2	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	2	
V	WormBase	exon	365361	365557	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	3	Y39D8B.2.1.e3
V	WormBase	CDS	365361	365557	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	3	
V	WormBase	exon	366343	366506	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	4	Y39D8B.2.1.e4
V	WormBase	CDS	366343	366506	.	+	1	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	4	
V	WormBase	exon	366556	366850	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	5	Y39D8B.2.1.e5
V	WormBase	CDS	366556	366850	.	+	2	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	5	
V	WormBase	exon	366895	367045	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	6	Y39D8B.2.1.e6
V	WormBase	CDS	366895	367045	.	+	1	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	6	
V	WormBase	exon	367174	367428	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	7	Y39D8B.2.1.e7
V	WormBase	CDS	367174	367428	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	7	
V	WormBase	exon	367475	367813	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	8	Y39D8B.2.1.e8
V	WormBase	CDS	367475	367813	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	8	
V	WormBase	exon	367869	368069	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	9	Y39D8B.2.1.e9
V	WormBase	CDS	367869	368069	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	9	
V	WormBase	exon	368534	369088	.	+	.	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	10	Y39D8B.2.1.e10
V	WormBase	CDS	368534	369085	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	10	
V	WormBase	stop_codon	369086	369088	.	+	0	mltn-6	WBGene00021450	1	WormBase	protein_coding	Y39D8B.2.1	WormBase	protein_coding	10	
V	WormBase	gene	370333	373800	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding					
V	WormBase	transcript	370333	373800	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding		
V	WormBase	exon	370333	370421	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	1	Y39D8B.1a.1.e1
V	WormBase	CDS	370358	370421	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	370358	370360	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	1	
V	WormBase	exon	370854	371184	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	2	Y39D8B.1a.1.e2
V	WormBase	CDS	370854	371184	.	+	2	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	2	
V	WormBase	exon	371241	371754	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	3	Y39D8B.1a.1.e3
V	WormBase	CDS	371241	371754	.	+	1	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	3	
V	WormBase	exon	372127	372229	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	4	Y39D8B.1a.1.e4
V	WormBase	CDS	372127	372229	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	4	
V	WormBase	exon	372274	372392	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	5	Y39D8B.1a.1.e5
V	WormBase	CDS	372274	372392	.	+	2	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	5	
V	WormBase	exon	372442	372612	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	6	Y39D8B.1a.1.e6
V	WormBase	CDS	372442	372612	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	6	
V	WormBase	exon	372675	372842	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	7	Y39D8B.1a.1.e7
V	WormBase	CDS	372675	372842	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	7	
V	WormBase	exon	372992	373192	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	8	Y39D8B.1a.1.e8
V	WormBase	CDS	372992	373192	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	8	
V	WormBase	exon	373246	373800	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	9	Y39D8B.1a.1.e9
V	WormBase	CDS	373246	373797	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	9	
V	WormBase	stop_codon	373798	373800	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding	9	
V	WormBase	five_prime_utr	370333	370357	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1a.1	WormBase	protein_coding		
V	WormBase	transcript	371066	373800	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding		
V	WormBase	exon	371066	371184	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	1	Y39D8B.1b.1.e1
V	WormBase	CDS	371066	371184	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	1	
V	WormBase	start_codon	371066	371068	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	1	
V	WormBase	exon	371241	371754	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	2	Y39D8B.1a.1.e3
V	WormBase	CDS	371241	371754	.	+	1	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	2	
V	WormBase	exon	372127	372229	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	3	Y39D8B.1a.1.e4
V	WormBase	CDS	372127	372229	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	3	
V	WormBase	exon	372274	372392	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	4	Y39D8B.1a.1.e5
V	WormBase	CDS	372274	372392	.	+	2	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	4	
V	WormBase	exon	372442	372612	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	5	Y39D8B.1a.1.e6
V	WormBase	CDS	372442	372612	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	5	
V	WormBase	exon	372675	372842	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	6	Y39D8B.1a.1.e7
V	WormBase	CDS	372675	372842	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	6	
V	WormBase	exon	372992	373192	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	7	Y39D8B.1a.1.e8
V	WormBase	CDS	372992	373192	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	7	
V	WormBase	exon	373246	373800	.	+	.	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	8	Y39D8B.1a.1.e9
V	WormBase	CDS	373246	373797	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	8	
V	WormBase	stop_codon	373798	373800	.	+	0	mltn-7	WBGene00021449	1	WormBase	protein_coding	Y39D8B.1b.1	WormBase	protein_coding	8	
V	WormBase	gene	372721	373263	.	-	.	Y39D8B.4	WBGene00196358	1	WormBase	ncRNA					
V	WormBase	transcript	372721	373263	.	-	.	Y39D8B.4	WBGene00196358	1	WormBase	ncRNA	Y39D8B.4	WormBase	ncRNA		
V	WormBase	exon	372721	373263	.	-	.	Y39D8B.4	WBGene00196358	1	WormBase	ncRNA	Y39D8B.4	WormBase	ncRNA	1	Y39D8B.4.e1
V	WormBase	gene	374408	380286	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding					
V	WormBase	transcript	374408	380286	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding		
V	WormBase	exon	380241	380286	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	1	Y39D8B.3.1.e1
V	WormBase	CDS	380241	380286	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	1	
V	WormBase	start_codon	380284	380286	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	1	
V	WormBase	exon	379634	379830	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	2	Y39D8B.3.1.e2
V	WormBase	CDS	379634	379830	.	-	2	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	2	
V	WormBase	exon	379386	379585	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	3	Y39D8B.3.1.e3
V	WormBase	CDS	379386	379585	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	3	
V	WormBase	exon	378965	379128	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	4	Y39D8B.3.1.e4
V	WormBase	CDS	378965	379128	.	-	1	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	4	
V	WormBase	exon	378617	378911	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	5	Y39D8B.3.1.e5
V	WormBase	CDS	378617	378911	.	-	2	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	5	
V	WormBase	exon	377717	377867	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	6	Y39D8B.3.1.e6
V	WormBase	CDS	377717	377867	.	-	1	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	6	
V	WormBase	exon	377540	377666	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	7	Y39D8B.3.1.e7
V	WormBase	CDS	377540	377666	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	7	
V	WormBase	exon	376899	377023	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	8	Y39D8B.3.1.e8
V	WormBase	CDS	376899	377023	.	-	2	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	8	
V	WormBase	exon	375849	376187	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	9	Y39D8B.3.1.e9
V	WormBase	CDS	375849	376187	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	9	
V	WormBase	exon	375247	375447	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	10	Y39D8B.3.1.e10
V	WormBase	CDS	375247	375447	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	10	
V	WormBase	exon	374408	374962	.	-	.	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	11	Y39D8B.3.1.e11
V	WormBase	CDS	374411	374962	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	11	
V	WormBase	stop_codon	374408	374410	.	-	0	mltn-8	WBGene00021451	1	WormBase	protein_coding	Y39D8B.3.1	WormBase	protein_coding	11	
V	WormBase	gene	376896	377045	.	+	.	Y39D8B.5	WBGene00201032	1	WormBase	ncRNA					
V	WormBase	transcript	376896	377045	.	+	.	Y39D8B.5	WBGene00201032	1	WormBase	ncRNA	Y39D8B.5	WormBase	ncRNA		
V	WormBase	exon	376896	377045	.	+	.	Y39D8B.5	WBGene00201032	1	WormBase	ncRNA	Y39D8B.5	WormBase	ncRNA	1	Y39D8B.5.e1
V	WormBase	gene	381901	384688	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding					
V	WormBase	transcript	381901	384688	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding		
V	WormBase	exon	381901	382122	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	1	ZK6.8.1.e1
V	WormBase	CDS	381920	382122	.	+	0	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	1	
V	WormBase	start_codon	381920	381922	.	+	0	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	1	
V	WormBase	exon	382851	383038	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	2	ZK6.8.1.e2
V	WormBase	CDS	382851	383038	.	+	1	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	2	
V	WormBase	exon	383102	383330	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	3	ZK6.8.1.e3
V	WormBase	CDS	383102	383330	.	+	2	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	3	
V	WormBase	exon	383401	383720	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	4	ZK6.8.1.e4
V	WormBase	CDS	383401	383720	.	+	1	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	4	
V	WormBase	exon	383771	383942	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	5	ZK6.8.1.e5
V	WormBase	CDS	383771	383942	.	+	2	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	5	
V	WormBase	exon	384121	384256	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	6	ZK6.8.1.e6
V	WormBase	CDS	384121	384256	.	+	1	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	6	
V	WormBase	exon	384305	384688	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	7	ZK6.8.1.e7
V	WormBase	CDS	384305	384520	.	+	0	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	7	
V	WormBase	stop_codon	384521	384523	.	+	0	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding	7	
V	WormBase	five_prime_utr	381901	381919	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	384524	384688	.	+	.	ZK6.8	WBGene00022643	1	WormBase	protein_coding	ZK6.8.1	WormBase	protein_coding		
V	WormBase	gene	385713	388090	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding					
V	WormBase	transcript	385713	387740	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding		
V	WormBase	exon	385713	385838	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	1	ZK6.7a.1.e1
V	WormBase	CDS	385752	385838	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	1	
V	WormBase	start_codon	385752	385754	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	1	
V	WormBase	exon	385885	385984	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	2	ZK6.7a.1.e2
V	WormBase	CDS	385885	385984	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	2	
V	WormBase	exon	386484	386953	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	3	ZK6.7a.1.e3
V	WormBase	CDS	386484	386953	.	+	2	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	3	
V	WormBase	exon	387043	387342	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	4	ZK6.7a.1.e4
V	WormBase	CDS	387043	387342	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	4	
V	WormBase	exon	387391	387528	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	5	ZK6.7a.1.e5
V	WormBase	CDS	387391	387528	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	5	
V	WormBase	exon	387580	387740	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	6	ZK6.7a.1.e6
V	WormBase	CDS	387580	387693	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	6	
V	WormBase	stop_codon	387694	387696	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding	6	
V	WormBase	five_prime_utr	385713	385751	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	387697	387740	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.1	WormBase	protein_coding		
V	WormBase	transcript	385713	387740	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding		
V	WormBase	exon	385713	385838	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	1	ZK6.7a.1.e1
V	WormBase	CDS	385830	385838	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	1	
V	WormBase	start_codon	385830	385832	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	1	
V	WormBase	exon	385885	385984	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	2	ZK6.7a.1.e2
V	WormBase	CDS	385885	385984	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	2	
V	WormBase	exon	386484	386953	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	3	ZK6.7a.1.e3
V	WormBase	CDS	386484	386953	.	+	2	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	3	
V	WormBase	exon	387043	387342	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	4	ZK6.7a.1.e4
V	WormBase	CDS	387043	387342	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	4	
V	WormBase	exon	387391	387528	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	5	ZK6.7a.1.e5
V	WormBase	CDS	387391	387528	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	5	
V	WormBase	exon	387580	387740	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	6	ZK6.7a.1.e6
V	WormBase	CDS	387580	387693	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	6	
V	WormBase	stop_codon	387694	387696	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding	6	
V	WormBase	five_prime_utr	385713	385829	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding		
V	WormBase	three_prime_utr	387697	387740	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7c.1	WormBase	protein_coding		
V	WormBase	transcript	385737	388090	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding		
V	WormBase	exon	385737	385838	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	1	ZK6.7a.2.e1
V	WormBase	CDS	385752	385838	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	1	
V	WormBase	start_codon	385752	385754	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	1	
V	WormBase	exon	385885	385984	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	2	ZK6.7a.1.e2
V	WormBase	CDS	385885	385984	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	2	
V	WormBase	exon	386484	386953	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	3	ZK6.7a.1.e3
V	WormBase	CDS	386484	386953	.	+	2	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	3	
V	WormBase	exon	387043	387342	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	4	ZK6.7a.1.e4
V	WormBase	CDS	387043	387342	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	4	
V	WormBase	exon	387391	387528	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	5	ZK6.7a.1.e5
V	WormBase	CDS	387391	387528	.	+	0	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	5	
V	WormBase	exon	387580	388090	.	+	.	lipl-5	WBGene00022642	1	WormBase	protein_coding	ZK6.7a.2	WormBase	protein_coding	6	ZK6.7a.2.e6
